TC	SC	Go-On	Kan-On	Eum	PY	MC	MCI	MCF	MCT	OC	Gloss
去	去	こ	きょ	거거	qù	khjoH	kh-	-jo	departing	*kʰaʔ-s {*[k]ʰ(r)aʔ-s}	depart
虛	虚	こ	きょ	허	xū	khjo	kh-	-jo	even	*C.qʰa {*C.qʰ(r)a}	hill, mound; abandoned city
墟	墟	こ	きょ	허허	xū	khjo	kh-	-jo	even	*C.qʰa {*C.qʰ(r)a}	hill, mound; abandoned city
廬	庐	ろ	りょ	려로려로	lú	ljo	l-	-jo	even	*ra {*[r]a}	hut; inn; to lodge
藘	藘			려	lǘ	ljo	l-	-jo	even	*ra {*[r]a}	rúlǘ ‹ nyo-ljo ‹ *na.la 'madder (plant)'
儢	儢				lǚ	ljoX	l-	-jo	rising	*raʔ {*[r]aʔ}	sluggish; unenergetic
呂	吕	ろ	りょ	려려려	lǚ	ljoX	l-	-jo	rising	*raʔ {*[r]aʔ}	spine; pitch-pipe
旅	旅	ろ	りょ	려	lǚ	ljoX	l-	-jo	rising	*raʔ {*[r]aʔ}	military unit of 500 men; to go
慮	虑	ろ	りょ	려록록	lǜ	ljoH	l-	-jo	departing	*ra-s {*[r]a-s}	think, consider
鋙	铻			어어오	yú	ngjo	ng-	-jo	even	*ŋa {*ŋ(r)a}	dzrjo-ngjo irregular, uneven
漁	渔	ご	ぎょ	어어	yú	ngjo	ng-	-jo	even	*ŋa {*[ŋ](r)a}	to fish
䱷	䲣			어어	yú	ngjo	ng-	-jo	even	*ŋa {*[ŋ](r)a}	to fish
語	语	ご	ぎょ	어어	yǔ	ngjoX	ng-	-jo	rising	*ŋaʔ {*ŋ(r)aʔ}	speak
鋙	铻			어어오	yǔ	ngjoX	ng-	-jo	rising	*ŋaʔ {*ŋ(r)aʔ}	dzrjoX-ngjoX irregular, uneven
御	御	ご,ご	ぎょ,ぎょ	어어아어	yù	ngjoH	ng-	-jo	departing	*ŋa-s {*[ŋ](r)a(ʔ)-s} (‹ uvular?)	drive a chariot
語	语	ご	ぎょ	어어	yù	ngjoH	ng-	-jo	departing	*ŋaʔ-s {*ŋ(r)aʔ-s}	tell
禦	御	ご	ぎょ	어	yù	ngjoX	ng-	-jo	rising	*m-qʰaʔ {*m-qʰ(r)aʔ}	withstand; hinder
御	御	ご,ご	ぎょ,ぎょ	어어아어	yù	ngjoX	ng-	-jo	rising	*ŋa-s {*[ŋ](r)a(ʔ)-s} (‹ uvular?)	drive a chariot
籹	籹			여	nǚ	nrjoX	nr-	-jo	rising	*nraʔ	gjoX-nrjoX (a kind of cake)
女	女	にょ	じょ	녀여녀	nǚ	nrjoX	nr-	-jo	rising	*nraʔ	female
女	女	にょ	じょ	녀여녀	nǜ	nrjoH	nr-	-jo	departing	*nraʔ-s	give as a wife
洳	洳			여여	rú	nyo	ny-	-jo	even	*na	name of a river
如	如	にょ	じょ	여이	rú	nyo	ny-	-jo	even	*na	go to
如	如	にょ	じょ	여이	rú	nyo	ny-	-jo	even	*na	as, like, if
茹	茹	にょ	じょ	여	rú	nyoH	ny-	-jo	departing	*naʔ-s	swallow, eat
茹	茹	にょ	じょ	여	rú	nyoX	ny-	-jo	rising	*naʔ	swallow, eat
汝	汝	にょ	じょ	여	rǔ	nyoX	ny-	-jo	rising	*naʔ	you (sg.)
洳	洳			여여	rù	nyoH	ny-	-jo	departing	*na-s	wet ground
湑	湑			서	xǔ	sjoX	s-	-jo	rising	*s-raʔ (dial. › s-)	to strain (spirits)
絮	絮			서처나	xù	sjoH	s-	-jo	departing	*s-na-s	raw silk, floss
疋	疋	げ	が	소아필필	shū	srjo	sr-	-jo	even	*sra	foot
疏	疏	しょ	そ	소소소소	shū	srjo	sr-	-jo	even	*sra	wide apart
蔬	蔬			소소소	shū	srjo	sr-	-jo	even	*sra	vegetable, grain
梳	梳	しょ	そ	소소	shū	srjo	sr-	-jo	even	*sra	comb
疎	疎	しょ	そ		shū	srjo	sr-	-jo	even	*sra	wide apart
所	所	しょ	そ	소	suǒ	srjoX	sr-	-jo	rising	*s-qʰraʔ	place; that which
紓	纾			서	shū	syo	sy-	-jo	even	*l̥a	leisurely
舒	舒	しょ	しょ	서	shū	syo	sy-	-jo	even	*l̥a	slow, easy
書	书	しょ	しょ	서	shū	syo	sy-	-jo	even	*s-ta	write
鼠	鼠	しょ	しょ	서	shǔ	syoX	sy-	-jo	rising	*l̥aʔ {*[l̥]aʔ}	rat
癙	癙	しょ	しょ	서	shǔ	syoX	sy-	-jo	rising	*l̥aʔ {*[l̥]aʔ}	hidden suffering
黍	黍	しょ	しょ	서	shǔ	syoX	sy-	-jo	rising	*s-tʰaʔ	Panicum miliaceum (glutinous)
暑	暑	しょ	しょ	서	shǔ	syoX	sy-	-jo	rising	*s-tʰaʔ	heat
恕	恕	しょ	しょ	서	shù	syoH	sy-	-jo	departing	*n̥a-s	indulgent
庶	庶	しょ	しょ	서서서자	shù	syoH	sy-	-jo	departing	*s-tak-s	numerous; commoner
豬	猪	ちょ	ちょ	저차	zhū	trjo	tr-	-jo	even	*tra	pig
褚	褚			저저	zhǔ	trjoX	tr-	-jo	rising	*traʔ	to store, to heap
著	着	じゃく	ちゃく	저저착저저착	zhù	trjoH	tr-	-jo	departing	*t‹r›ak-s	place (n.); visible
攄	摅			터처	shū	trhjo	trh-	-jo	even	*r̥a	extend
且	且	しゃ	しゃ	차저저저조	jū	tsjo	ts-	-jo	even	*tsa	[final particle]
鴡	鴡			저	jū	tshjo	tsh-	-jo	even	*tsʰa {*[tsʰ]a}	鴡鳩 an aquatic bird
砠	砠	そ	しょ	저조	jū	tshjo	tsh-	-jo	even	*tsʰa {*[tsʰ]a}	rock covered with earth
岨	岨	そ	しょ	저저조	qū	tshjo	tsh-	-jo	even	*tsʰa {*[tsʰ]a}	rock covered with earth
阻	阻	しょ	そ	조조	zǔ	tsrjoX	tsr-	-jo	rising	*tsraʔ {*[ts]raʔ}	filled with obstacles
初	初	そ	しょ	초	chū	tsrhjo	tsrh-	-jo	even	*tsʰra {*[ts]ʰra}	beginning
楚	楚	しょ	そ	초초초	chǔ	tsrhjoX	tsrh-	-jo	rising	*s.r̥aʔ	thorns
楚	楚	しょ	そ	초초초	chǔ	tsrhjoX	tsrh-	-jo	rising	*s.r̥aʔ {*[s.r̥]aʔ}	arrange in order
楚	楚	しょ	そ	초초초	chǔ	tsrhjoX	tsrh-	-jo	rising	*s.r̥aʔ	name of a state
諸	诸	しょ	しょ	제저저제저	zhū	tsyo	tsy-	-jo	even	*ta	many
諸	诸	しょ	しょ	제저저제저	zhū	tsyo	tsy-	-jo	even	*ta ‹ *tə ʔa 之於	(fusion of 之 + 於)
渚	渚	しょ	しょ	저	zhǔ	tsyoX	tsy-	-jo	rising	*taʔ	islet
煑	煑			자저	zhǔ	tsyoX	tsy-	-jo	rising	*taʔ	boil, cook
䰞	䰞				zhǔ	tsyoX	tsy-	-jo	rising	*taʔ	boil, cook
陼	陼			저도도저도	zhǔ	tsyoX	tsy-	-jo	rising	*taʔ	islet
煮	煮	しょ	しょ	자저	zhǔ	tsyoX	tsy-	-jo	rising	*taʔ {*(C.)taʔ}	boil, cook
杵	杵	しょ	しょ	저	chǔ	tsyhoX	tsyh-	-jo	rising	*t.qʰaʔ	pestle
處	处	しょ	しょ	처처거	chǔ	tsyhoX	tsyh-	-jo	rising	*t.qʰaʔ	be at
處	处	しょ	しょ		chù	tsyhoH	tsyh-	-jo	departing	*t.qʰaʔ-s	place (n.)
虛	虚	こ	きょ	허	xū	xjo	x-	-jo	even	*qʰa {*qʰ(r)a}	empty
許	许	こ	きょ	허호	xǔ	xjoX	x-	-jo	rising	*qʰaʔ {*qʰ(r)aʔ}	allow
余	余	よ	よ	여여	yú	yo	y-	-jo	even	*la	1sg., prob. a polite form
餘	余			여	yú	yo	y-	-jo	even	*la	surplus
予	予	よ	よ	여여	yú	yo	y-	-jo	even	*laʔ	I, we
輿	舆			여여	yú	yo	y-	-jo	even	*m-qa {*m-q(r)a}	vehicle, carriage; carry on shoulders
舁	舁			여거	yú	yoX	y-	-jo	rising	*C.ɢaʔ	give
予	予	よ	よ	여여	yǔ	yoX	y-	-jo	rising	*C.ɢaʔ	give; together with
與	与	よ	よ	여여여여	yǔ	yoX	y-	-jo	rising	*C.ɢaʔ	give; for; and
譽	誉	よ	よ	예예	yù	yo	y-	-jo	even	*m-qa {*m-q(r)a}	praise (v.)
豫	豫	よ	よ	예서	yù	yoH	y-	-jo	departing	*laʔ-s	go on tour
豫	豫	よ	よ	예서	yù	yoH	y-	-jo	departing	*laʔ-s	go on inspection tour
譽	誉	よ	よ		yù	yoH	y-	-jo	departing	*m-qa-s {*m-q(r)a-s}	praise, renown
鸒	鸒	よ	よ	여여	yù	yoH	y-	-jo	departing	*m-qa-s {*m-q(r)a-s}	a kind of crow
譽	誉	よ	よ	예예	yù	yoH	y-	-jo	departing	*ɢa-s {*[ɢ](r)a-s}	joy
與	与	よ	よ	여여여여	yù	yoH	y-	-jo	departing	*ɢaʔ-s	participate in
邪	邪	じゃ	しゃ	사야여서야	xú	zjo	z-	-jo	even	*sə.la	walk slowly
徐	徐	じょ	しょ	서서	xú	zjo	z-	-jo	even	*sə.la	walk slowly
緒	绪	じょ	しょ	서사	xù	zjoX	z-	-jo	rising	*s-m-taʔ	arrange in order
敘	叙			서서	xù	zjoX	z-	-jo	rising	*s-m-taʔ	order (v.)
序	序	じょ	しょ	서	xù	zjoX	z-	-jo	rising	*sə.laʔ {*[sə.l]aʔ}	walls at side of palace
抒	抒	じょ	しょ	서	shū	zyoX	zy-	-jo	rising	*Cə-laʔ	remove (v.)
紓	纾			서	shū	zyoX	zy-	-jo	rising	*Cə.laʔ	to be remiss
吠	吠	ばい	はい	폐	fèi	bjojH	b-	-joj	departing	*Cə.bot-s {*Cə.[b]o[t]-s}	bark (v.)
乂	乂	げ	がい	예애예	yì	ngjojH	ng-	-joj	departing	*ŋat-s {*ŋa[t]-s}	mow, cut (v.)
乂	乂	げ	がい	예애예	yì	ngjojH	ng-	-joj	departing	*ŋat-s {*ŋa[t]-s}	mow; regulate
廢	废	ほ	はい	폐폐	fèi	pjojH	p-	-joj	departing	*pap-s	cast aside
祓	祓			불폐	fèi	pjojH	p-	-joj	departing	*pot-s {*po[t]-s}	expel noxious influences
肺	肺	ほ	はい	폐패패	fèi	phjojH	ph-	-joj	departing	*pʰot-s {*pʰo[t]-s}	lung
凡	凡	ぼん	はん	범	fán	bjom	b-	-jom	even	*brom {*[b]rom}	in every case
範	范	ぼん	はん	범	fàn	bjomX	b-	-jom	rising	*bomʔ {*[b](r)omʔ}	casting mold
范	范	ぼん	はん	범범범	fàn	bjomX	b-	-jom	rising	*bomʔ {*(Cə.)[b](r)omʔ}	( surname)
范	范	ぼん	はん	범범범	fàn	bjomX	b-	-jom	rising	*m-pʰomʔ {*[m-pʰ](r)omʔ}	bee
欠	欠	こん	けん	흠검결	qiàn	khjomH	kh-	-jom	departing	*kʰom-s {*[k]ʰ(r)om-s}	yawn
泛	泛	ふう	はん	범봉핍법	fàn	phjomH	ph-	-jom	departing	*pʰom-s {*pʰ(r)[o]m-s}	to float
偃	偃			언언	yǎn	ʔjonX	ʔ-	-jon	rising	*ʔanʔ {*ʔa[n]ʔ}	bend down
煩	烦	ぼん	はん	번	fán	bjon	b-	-jon	even	*ban {*[b]a[n]}	troubled
燔	燔	ぼん	はん	번번	fán	bjon	b-	-jon	even	*bar {*[b]ar}	burn, roast
蕃	蕃	ほん	はん	번피번	fán	bjon	b-	-jon	even	*bar {*[b]ar}	luxuriant (growth); flourishing
繁	繁	ぼん	はん	번반파번파민	fán	bjon	b-	-jon	even	*bar {*[b]ar}	abundant, numerous
飯	饭	ぼん	はん	반	fàn	bjonH	b-	-jon	departing	*bonʔ-s	cooked rice or millet
飯	饭	ぼん	はん	반	fàn	bjonX	b-	-jon	rising	*bonʔ {*[b]o[n]ʔ}	eat
𩱡	𩱡				jiān	kjon	k-	-jon	even	*C.qan {*C.qa[n]}	gruel
建	建	こん	けん	건건	jiàn	kjonH	k-	-jon	departing	*kan-s {*[k]a[n]-s}	set up, establish
曼	曼	まん	ばん	만만만만	màn	mjonH	m-	-jon	departing	*man-s {*ma[n]-s}	extended, long
晚	晚				wǎn	mjonX	m-	-jon	rising	*morʔ {*mo[r]ʔ}	late
蔓	蔓			만만	wàn	mjonH	m-	-jon	departing	*C.man-s {*C.ma[n]-s}	creep; creeping plant
萬	万	もん	ばん	만	wàn	mjonH	m-	-jon	departing	*C.man-s {*C.ma[n]-s}	10000
言	言	ごん	げん	언은언은	yán	ngjon	ng-	-jon	even	*ŋan {*ŋa[n]}	(a particle)
言	言	ごん	げん	언은언은	yán	ngjon	ng-	-jon	even	*ŋan {*ŋa[n]}	I, we
言	言	ごん	げん	언은언은	yán	ngjon	ng-	-jon	even	*ŋan {*ŋa[n]}	speak; speech
甗	甗			언	yǎn	ngjon	ng-	-jon	even	*ŋar	boiler
巘	巘			헌언	yǎn	ngjonX	ng-	-jon	rising	*ŋarʔ	hilltop
鬳	鬳			권권	yàn	ngjonH	ng-	-jon	departing	*ŋar-s	boiler
阪	坂	べん	はん	판판	bǎn	pjonX	p-	-jon	rising	*panʔ {*pa[n]ʔ}	slope, bank
蕃	蕃	ほん	はん	번피번	fān	pjon	p-	-jon	even	*par	hedge, screen
藩	藩	ほん	はん		fān	pjon	p-	-jon	even	*par	hedge (n.)
返	返	ほん	はん	반반	fǎn	pjonX	p-	-jon	rising	*Cə.panʔ	return
反	反	ほん	はん	반반번판반번판	fǎn	pjonX	p-	-jon	rising	*Cə.panʔ	reverse (v.)
番	番	ほん	はん	번파반번	fān	phjon	ph-	-jon	even	*pʰar	a turn, a time
獻	献			헌사의헌	xiàn	xjonH	x-	-jon	departing	*ŋ̊ar-s	offer, present
軒	轩	こん	けん	헌헌헌	xuān	xjon	x-	-jon	even	*qʰar {*qʰa[r]}	nobleman's carriage
乏	乏	ぼう	ほう	핍	fá	bjop	b-	-jop	entering	*bop {*[b](r)[o]p}	lack (v.)
法	法	ほう	ほう	법	fǎ	pjop	p-	-jop	entering	*p.kap {*[p.k]ap}	model, law
灋	灋			법	fǎ	pjop	p-	-jop	entering	*pap {*p(r)ap}	model, law
謁	谒			알	yè	ʔjot	ʔ-	-jot	entering	*qat	go to visit
罰	罚	ぼち	はつ	벌벌	fá	bjot	b-	-jot	entering	*bat {*[b][a]t}	punish
伐	伐	ぼち	はつ	벌	fá	bjot	b-	-jot	entering	*m-pat	strike; attack
揭	揭			게갈걸게게	jiē	gjot	g-	-jot	entering	*m-kat {*m-[k]at}	lift
揭	揭			게갈걸게게	jiē	kjot	k-	-jot	entering	*kat {*[k]at}	lift
韈	韈	もち	ばつ		wà	mjot	m-	-jot	entering	*C.mat {*C.m[a]t}	stockings
發	发	ほち	はつ	발발	fā	pjot	p-	-jot	entering	*Cə.pat	fly forth
歇	歇	こち	けつ	헐갈알알	xiē	xjot	x-	-jot	entering	*qʰat	cease, rest (v.)
躅	躅			촉탁	zhuó	drjowk	dr-	-jowk	entering	*drok {*[d]rok}	stop walking
屬	属			촉속촉	shǔ	dzyowk	dzy-	-jowk	entering	*N-tok	be attached to
蜀	蜀	ぞく	しょく	촉	shǔ	dzyowk	dzy-	-jowk	entering	*dok {*[d]ok}	caterpillar; Shu [place name]
局	局	ごく	きょく	국	jú	gjowk	g-	-jowk	entering	*N-kʰok {*N-kʰ(r)ok}	bent, curved
局	局	ごく	きょく	국	jú	gjowk	g-	-jowk	entering	*ɡok {*[ɡ](r)ok}	department
曲	曲	こく	きょく		qū	khjowk	kh-	-jowk	entering	*kʰok {*kʰ(r)ok}	to bend, bent
菉	菉	ろく	りょく	록록	lù	ljowk	l-	-jowk	entering	*rok {*(p.)rok}	(name of a plant)
錄	录			록려	lù	ljowk	l-	-jowk	entering	*rok {*(pə.)rok}	inscribe, record
綠	绿	ろく	りょく	록록	lǜ	ljowk	l-	-jowk	entering	*pə.rok	green
玉	玉	ごく	ぎょく		yù	ngjowk	ng-	-jowk	entering	*ŋok {*[ŋ](r)ok} (‹ uvular?)	jade
獄	狱	ごく	ぎょく	옥	yù	ngjowk	ng-	-jowk	entering	*ŋrok {*[ŋ]rok}	trial, lawsuit
辱	辱	にく	じょく	욕	rǔ	nyowk	ny-	-jowk	entering	*nok	disgrace
縟	缛			욕욕	rù	nyowk	ny-	-jowk	entering	*nok	variegated
蓐	蓐			욕욕	rù	nyowk	ny-	-jowk	entering	*nok	straw bedding
束	束	そく	しょく	속속추	shù	syowk	sy-	-jowk	entering	*s-tʰok	bind; bundle
瘃	瘃			촉	zhú	trjowk	tr-	-jowk	entering	*trok {*[t]rok}	chilblain
豖	豖				chù	trhjowk	trh-	-jowk	entering	*tʰrok	hobbled pig (SW)
足	足	す	しゅ	족주	zú	tsjowk	ts-	-jowk	entering	*tsok {*[ts]ok}	sufficient
足	足	す	しゅ	족주	zú	tsjowk	ts-	-jowk	entering	*tsok {*[ts]ok}	foot
趣	趣	す	しゅ	취추촉추취	cù	tshjowk	tsh-	-jowk	entering	*tsʰok {*[tsʰ]ok}	urge, hasten, press
屬	属			촉속촉	zhǔ	tsyowk	tsy-	-jowk	entering	*tok	attach (v.t.)
觸	触	そく	しょく	촉	chù	tsyhowk	tsyh-	-jowk	entering	*tʰok	knock against
頊	顼	こく	きょく	욱옥	xù	xjowk	x-	-jowk	entering	*qʰok {*qʰ(r)ok}	disconcerted
欲	欲	よく	よく	욕	yù	yowk	y-	-jowk	entering	*ɢok {*ɢ(r)ok}	desire (v.)
俗	俗	ぞく	しょく	속	sú	zjowk	z-	-jowk	entering	*s-ɢok {*s-[ɢ]ok}	vulgar
續	续	ぞく	しょく	속	xù	zjowk	z-	-jowk	entering	*sə.lok	continue
藚	藚				xù	zjowk	z-	-jowk	entering	*sə.lok	Alisma plantago
贖	赎			속속	shú	zyowk	zy-	-jowk	entering	*Cə.lok	redeem
癰	痈	ゆう	よう	옹옹	yōng	ʔjowng	ʔ-	-jowng	even	*qoŋ {*q(r)oŋ}	ulcer
逢	逢	ぶ	ほう	봉봉	féng	bjowng	b-	-jowng	even	*C.boŋ {*[C.b](r)oŋ}	encounter (v.)
縫	缝	ぶ	ほう	봉봉	féng	bjowng	b-	-jowng	even	*boŋ {*(mə-)[b](r)oŋ} ~ C.[b](r)oŋ.	sew
縫	缝	ぶ	ほう	봉봉	fèng	bjowngH	b-	-jowng	departing	*C.boŋ-s {*C.[b](r)oŋ-s}	seam
奉	奉	ぶ	ほう	봉	fèng	bjowngX	b-	-jowng	rising	*m-pʰoŋʔ {*m-pʰ(r)oŋʔ}	present (v.) with both hands
重	重	じゅう	ちょう	중중동중	chóng	drjowng	dr-	-jowng	even	*m-troŋ {*[m]-troŋ}	repeat; double
重	重	じゅう	ちょう	중중동중	zhòng	drjowngH	dr-	-jowng	departing	*N-t‹r›oŋʔ-s	weight (n.)
重	重	じゅう	ちょう	중중동중	zhòng	drjowngX	dr-	-jowng	rising	*N-t‹r›oŋʔ	heavy
從	从	しゅ	しょう	종종총	cóng	dzjowng	dz-	-jowng	even	*dzoŋ {*[dz]oŋ}	to follow
共	共	く	きょう	공공공공	gòng	gjowngH	g-	-jowng	departing	*N-koŋʔ-s {*N-k(r)oŋʔ-s}	together, all
供	供	く	きょう	공	gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	furnish; serve, offer
恭	恭	く	きょう	공	gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	respectful
龏	龏				gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	respectful
龔	龚			공	gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	respectful
拱	拱	く	きょう	공공공	gǒng	kjowngX	k-	-jowng	rising	*k‹r›oŋʔ	join the hands
鞏	巩			공공	gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	bind with leather straps
廾	廾	く	きょう	공공입	gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	join the hands
拲	拲			공	gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(‹r›)oŋʔ}	manacles
𢀜	𢀜				gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	embrace
𠬞	𠬞				gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	join the hands
恐	恐	く	きょう	공공	kǒng	khjowngX	kh-	-jowng	rising	*kʰoŋʔ {*kʰ(r)oŋʔ}	fear
龍	龙	りゅう	りょう	룡방롱총망총	lóng	ljowng	l-	-jowng	even	*mə-roŋ {*[mə]-roŋ}	dragon
隴	陇	りゅう	りょう	롱	lǒng	ljowngX	l-	-jowng	rising	*roŋʔ {*[r]oŋʔ}	mound
封	封	ふう	ほう	봉	fēng	pjowng	p-	-jowng	even	*poŋ {*p(r)oŋ}	raise a mound; enfeoff
豐	丰	ふ	ほう	풍풍	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	luxuriant, abundant (K)
鋒	锋	ふ	ほう	봉봉	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	point of a weapon
蜂	蜂	ふ	ほう	봉	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	bee
豐	丰	ふ	ほう	풍풍	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	luxuriant, abundant (K)
豐	丰	ふ	ほう	풍풍	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	a kind of ritual vessel
奉	奉	ぶ	ほう	봉	fèng	phjowngX	ph-	-jowng	rising	*pʰoŋʔ {*pʰ(r)oŋʔ}	hold with both hands; to present; receive
舂	舂	しゅ	しょう	용송창	chōng	syowng	sy-	-jowng	even	*s-toŋ	hull grain, beat (v.) stick for beating (n.)
憃	憃			용송창창송	chōng	syowng	sy-	-jowng	even	*s.toŋ	stupid
冢	冢			총	zhǒng	trjowngX	tr-	-jowng	rising	*troŋʔ {*[t]roŋʔ} (or *[t]‹r›oŋʔ ?)	tomb mound
寵	宠	ちゅう	ちょう	총룡총	chǒng	trhjowngX	trh-	-jowng	rising	*r̥oŋʔ	favor, grace
縱	纵	しゅ	しょう	종총종총종총	zòng	tsjowngH	ts-	-jowng	departing	*tsoŋ-s {*[ts]oŋ-s}	let loose
妐	妐	しゅ	しょう	종	zhōng	tsyowng	tsy-	-jowng	even	*t-qoŋ	father-in-law
鐘	钟	しゅ	しょう	종종	zhōng	tsyowng	tsy-	-jowng	even	*toŋ	bell
鍾	钟	しゅ	しょう	종종	zhōng	tsyowng	tsy-	-jowng	even	*toŋ	accumulate; repeat
鍾	钟	しゅ	しょう	종종	zhōng	tsyowng	tsy-	-jowng	even	*toŋ	bell; wine vessel; an ancient measure
種	种	しゅ	しょう	종종종	zhǒng	tsyowngX	tsy-	-jowng	rising	*k.toŋʔ	seed
腫	肿	しゅ	しょう	종종	zhǒng	tsyowngX	tsy-	-jowng	rising	*toŋʔ	swell, swollen; tumor
種	种	しゅ	しょう	종종종	zhòng	tsyowngH	tsy-	-jowng	departing	*toŋʔ-s {*(mə-)toŋʔ-s}	sow (v.)
衝	冲	しゅ	しょう	충종충	chōng	tsyhowng	tsyh-	-jowng	even	*tʰoŋ	rush against
凶	凶	ぐ	きょう	흉	xiōng	xjowng	x-	-jowng	even	*qʰoŋ {*qʰ(r)oŋ}	unlucky
訩	讻			흉	xiōng	xjowng	x-	-jowng	even	*qʰoŋ {*qʰ(r)oŋ}	litigate
容	容	ゆう	よう	용	róng	yowng	y-	-jowng	even	*ɢoŋ {*[ɢ](r)oŋ}	contain
容	容	ゆう	よう	용	róng	yowng	y-	-jowng	even	*ɢoŋ {*[ɢ](r)oŋ}	appearance
頌	颂	じゅ	しょう	송용송	róng	yowng	y-	-jowng	even	*ɢoŋ {*[ɢ](r)oŋ}	appearance
傭	佣	よ	よう	용종용총	yōng	yowng	y-	-jowng	even	*loŋ	hire
俑	俑	ゆう	よう	용용	yǒng	yowngX	y-	-jowng	rising	*loŋʔ	grave figures
踊	踊	ゆ	よう	용	yǒng	yowngX	y-	-jowng	rising	*loŋʔ	leap
勇	勇	ゆ	よう	용	yǒng	yowngX	y-	-jowng	rising	*loŋʔ	brave
用	用	ゆう	よう		yòng	yowngH	y-	-jowng	departing	*m.loŋ-s	use (v.)
松	松	しゅ	しょう	송송송종	sōng	zjowng	z-	-jowng	even	*sə.ɢoŋ	pine (n.)
頌	颂	じゅ	しょう	송용송	sòng	zjowngH	z-	-jowng	departing	*s-ɢoŋ-s {*s-[ɢ]oŋ-s}	praise
訟	讼	じゅ	しょう	송용	sòng	zjowngH	z-	-jowng	departing	*s.ɢoŋ-s {*s.[ɢ]oŋ-s}	litigate
誦	诵	ず	しょう	송	sòng	zjowngH	z-	-jowng	departing	*sə-loŋ-s {*sə-[l]oŋ-s}	recite
紆	纡	う	う	우	yū	ʔju	ʔ-	-ju	even	*qʷa {*qʷ(r)a}	bent, crooked
迂	迂	う	う	우오우	yū	ʔju	ʔ-	-ju	even	*qʷa {*qʷ(r)a}	astray; far
夫	夫	ふ	ふ	부	fú	bju	b-	-ju	even	*ba	final particle
夫	夫	ふ	ふ	부	fú	bju	b-	-ju	even	*ba {*[b](r)a}	this, that
扶	扶	ぶ	ふ	부포포	fú	bju	b-	-ju	even	*m-pa {*m-p(r)a}	assist
輔	辅	ぶ	ふ	보	fǔ	bjuX	b-	-ju	rising	*baʔ {*[b](r)aʔ}	help
附	附	ぶ	ふ	부부	fù	bjuH	b-	-ju	departing	*N-poʔ-s {*N-p(r)oʔ-s}	be attached to
傅	傅	ふ	ふ	부부	fù	bjuH	b-	-ju	departing	*ba-s {*[b](r)a-s}	be attached
父	父	ぶ	ふ	부보부보	fù	bjuX	b-	-ju	rising	*N-paʔ {*[N-p](r)aʔ}	father
廚	厨	ず	ちゅう	주	chú	drju	dr-	-ju	even	*dro {*[d]ro}	kitchen
躕	蹰			주	chú	drju	dr-	-ju	even	*dro {*[d]ro}	drje-drjo walk hesitatingly
住	住	じゅう	ちゅう	주	zhù	drjuH	dr-	-ju	departing	*dro-s {*dro(ʔ)-s}	stop (v.)
柱	柱	じゅう	ちゅう	주주	zhù	drjuX	dr-	-ju	rising	*m-t‹r›oʔ	pillar
聚	聚	ず	しゅ	취추취	jù	dzjuH	dz-	-ju	departing	*m-tsʰoʔ-s	bring together
聚	聚	ず	しゅ	취추취	jù	dzjuX	dz-	-ju	rising	*m-tsʰoʔ	bring together
殊	殊	じゅ	しゅ	수수	shū	dzyu	dzy-	-ju	even	*do {*[d]o}	die; different
殳	殳	ず	しゅ	수수	shū	dzyu	dzy-	-ju	even	*do {*[d]o}	a kind of lance
尌	尌			주주수	shù	dzyuH	dzy-	-ju	departing	*m-toʔ-s	raise, stand up v.t.
樹	树	じゅ	しゅ	수수	shù	dzyuH	dzy-	-ju	departing	*m-toʔ-s	tree
豎	竖	じゅ	しゅ	수수	shù	dzyuX	dzy-	-ju	rising	*doʔ {*[d]oʔ}	attendant
樹	树	じゅ	しゅ	수수	shù	dzyuX	dzy-	-ju	rising	*m-toʔ	plant (v.); place upright
具	具	ぐ	く	구	jù	gjuH	g-	-ju	departing	*ɡo-s {*[ɡ](r)o-s}	arrange, provide
懼	惧	ぐ	く	구	jù	gjuH	g-	-ju	departing	*ɡʷa-s {*[ɡ]ʷ(r)a-s}	fear (v.)
絇	絇	ぐ	く	구	qú	gju	g-	-ju	even	*ɡo {*[ɡ](r)o}	decoration on the toe of a shoe
迂	迂	う	う	우오우	yū	hju	h-	-ju	even	*ɢʷa {*[ɢ]ʷ(r)a}	bend, deflect; far away
