TC	SC	Eumhun	PY	MC	MCI	MCF	MCT	OC	Gloss
返	返	돌아올 반, 돌이킬 반	fǎn	pjonX	p-	-jon	rising	*Cə.panʔ	return
反	反	돌이킬 반, 반절 반, 뒤칠 번, 팔 판, 돌아올 반, 어려울 번, 삼갈 판	fǎn	pjonX	p-	-jon	rising	*Cə.panʔ	reverse (v.)
番	番	갈마들 번, 날랠 파, 땅 이름 반, 차례 번	fān	phjon	ph-	-jon	even	*pʰar	a turn, a time
獻	献	바칠 헌, 술그릇 이름 사, 위의 있을 의, 드릴 헌	xiàn	xjonH	x-	-jon	departing	*ŋ̊ar-s	offer, present
軒	轩	처마 헌, 고기토막 헌, 집 헌	xuān	xjon	x-	-jon	even	*qʰar {*qʰa[r]}	nobleman's carriage
乏	乏	모자랄 핍	fá	bjop	b-	-jop	entering	*bop {*[b](r)[o]p}	lack (v.)
法	法	법 법	fǎ	pjop	p-	-jop	entering	*p.kap {*[p.k]ap}	model, law
灋	灋	법 법	fǎ	pjop	p-	-jop	entering	*pap {*p(r)ap}	model, law
謁	谒	뵐 알	yè	ʔjot	ʔ-	-jot	entering	*qat	go to visit
罰	罚	벌 벌, 벌할 벌	fá	bjot	b-	-jot	entering	*bat {*[b][a]t}	punish
伐	伐	칠 벌	fá	bjot	b-	-jot	entering	*m-pat	strike; attack
揭	揭	들 게, 질 갈, 세울 걸, 높이 들 게, 걸 게	jiē	gjot	g-	-jot	entering	*m-kat {*m-[k]at}	lift
揭	揭	들 게, 질 갈, 세울 걸, 높이 들 게, 걸 게	jiē	kjot	k-	-jot	entering	*kat {*[k]at}	lift
韈	韈		wà	mjot	m-	-jot	entering	*C.mat {*C.m[a]t}	stockings
發	发	필 발, 물고기뛸 발	fā	pjot	p-	-jot	entering	*Cə.pat	fly forth
歇	歇	쉴 헐, 개 이름 갈, 사람이름 알, 사람 이름 알	xiē	xjot	x-	-jot	entering	*qʰat	cease, rest (v.)
躅	躅	머뭇거릴 촉, 자취 탁	zhuó	drjowk	dr-	-jowk	entering	*drok {*[d]rok}	stop walking
屬	属	붙을 촉, 무리 속, 이을 촉	shǔ	dzyowk	dzy-	-jowk	entering	*N-tok	be attached to
蜀	蜀	나라 이름 촉	shǔ	dzyowk	dzy-	-jowk	entering	*dok {*[d]ok}	caterpillar; Shu [place name]
局	局	판 국	jú	gjowk	g-	-jowk	entering	*N-kʰok {*N-kʰ(r)ok}	bent, curved
局	局	판 국	jú	gjowk	g-	-jowk	entering	*ɡok {*[ɡ](r)ok}	department
曲	曲		qū	khjowk	kh-	-jowk	entering	*kʰok {*kʰ(r)ok}	to bend, bent
菉	菉	녹두 록, 조개풀 록	lù	ljowk	l-	-jowk	entering	*rok {*(p.)rok}	(name of a plant)
錄	录	기록할 록, 사실할 려	lù	ljowk	l-	-jowk	entering	*rok {*(pə.)rok}	inscribe, record
綠	绿	초록빛 록, 푸를 록	lǜ	ljowk	l-	-jowk	entering	*pə.rok	green
玉	玉		yù	ngjowk	ng-	-jowk	entering	*ŋok {*[ŋ](r)ok} (‹ uvular?)	jade
獄	狱	옥 옥	yù	ngjowk	ng-	-jowk	entering	*ŋrok {*[ŋ]rok}	trial, lawsuit
辱	辱	욕될 욕	rǔ	nyowk	ny-	-jowk	entering	*nok	disgrace
縟	缛	무늬 욕, 꾸밀 욕	rù	nyowk	ny-	-jowk	entering	*nok	variegated
蓐	蓐	자리 욕, 깔개 욕	rù	nyowk	ny-	-jowk	entering	*nok	straw bedding
束	束	묶을 속, 약속할 속, 약속할 추	shù	syowk	sy-	-jowk	entering	*s-tʰok	bind; bundle
瘃	瘃	동상 촉	zhú	trjowk	tr-	-jowk	entering	*trok {*[t]rok}	chilblain
豖	豖		chù	trhjowk	trh-	-jowk	entering	*tʰrok	hobbled pig (SW)
足	足	발 족, 지나칠 주	zú	tsjowk	ts-	-jowk	entering	*tsok {*[ts]ok}	sufficient
足	足	발 족, 지나칠 주	zú	tsjowk	ts-	-jowk	entering	*tsok {*[ts]ok}	foot
趣	趣	달릴 취, 달릴 추, 재촉할 촉, 벼슬이름 추, 뜻 취	cù	tshjowk	tsh-	-jowk	entering	*tsʰok {*[tsʰ]ok}	urge, hasten, press
屬	属	붙을 촉, 무리 속, 이을 촉	zhǔ	tsyowk	tsy-	-jowk	entering	*tok	attach (v.t.)
觸	触	닿을 촉	chù	tsyhowk	tsyh-	-jowk	entering	*tʰok	knock against
頊	顼	삼갈 욱, 뒤통수 옥	xù	xjowk	x-	-jowk	entering	*qʰok {*qʰ(r)ok}	disconcerted
欲	欲	하고자 할 욕	yù	yowk	y-	-jowk	entering	*ɢok {*ɢ(r)ok}	desire (v.)
俗	俗	풍속 속	sú	zjowk	z-	-jowk	entering	*s-ɢok {*s-[ɢ]ok}	vulgar
續	续	이을 속	xù	zjowk	z-	-jowk	entering	*sə.lok	continue
藚	藚		xù	zjowk	z-	-jowk	entering	*sə.lok	Alisma plantago
贖	赎	속 바칠 속, 속죄할 속	shú	zyowk	zy-	-jowk	entering	*Cə.lok	redeem
癰	痈	등창 옹, 악창 옹	yōng	ʔjowng	ʔ-	-jowng	even	*qoŋ {*q(r)oŋ}	ulcer
逢	逢	만날 봉, 성할 봉	féng	bjowng	b-	-jowng	even	*C.boŋ {*[C.b](r)oŋ}	encounter (v.)
縫	缝	꿰맬 봉, 솔기 봉	féng	bjowng	b-	-jowng	even	*boŋ {*(mə-)[b](r)oŋ} ~ C.[b](r)oŋ.	sew
縫	缝	꿰맬 봉, 솔기 봉	fèng	bjowngH	b-	-jowng	departing	*C.boŋ-s {*C.[b](r)oŋ-s}	seam
奉	奉	받들 봉	fèng	bjowngX	b-	-jowng	rising	*m-pʰoŋʔ {*m-pʰ(r)oŋʔ}	present (v.) with both hands
重	重	무거울 중, 거듭할 중, 아이 동, 젖 중	chóng	drjowng	dr-	-jowng	even	*m-troŋ {*[m]-troŋ}	repeat; double
重	重	무거울 중, 거듭할 중, 아이 동, 젖 중	zhòng	drjowngH	dr-	-jowng	departing	*N-t‹r›oŋʔ-s	weight (n.)
重	重	무거울 중, 거듭할 중, 아이 동, 젖 중	zhòng	drjowngX	dr-	-jowng	rising	*N-t‹r›oŋʔ	heavy
從	从	좇을 종, 시중들 종, 높고클 총	cóng	dzjowng	dz-	-jowng	even	*dzoŋ {*[dz]oŋ}	to follow
共	共	함께 공, 공손할 공, 맞을 공, 한가지 공	gòng	gjowngH	g-	-jowng	departing	*N-koŋʔ-s {*N-k(r)oŋʔ-s}	together, all
供	供	이바지할 공	gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	furnish; serve, offer
恭	恭	공손할 공	gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	respectful
龏	龏		gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	respectful
龔	龚	공손할 공	gōng	kjowng	k-	-jowng	even	*k‹r›oŋ	respectful
拱	拱	두 손 맞잡을 공, 보옥 공, 팔짱 낄 공	gǒng	kjowngX	k-	-jowng	rising	*k‹r›oŋʔ	join the hands
鞏	巩	묶을 공, 굳을 공	gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	bind with leather straps
廾	廾	들 공, 받들 공, 스물 입	gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	join the hands
拲	拲	수갑 공	gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(‹r›)oŋʔ}	manacles
𢀜	𢀜		gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	embrace
𠬞	𠬞		gǒng	kjowngX	k-	-jowng	rising	*koŋʔ {*k(r)oŋʔ}	join the hands
恐	恐	두려울 공, 아마 공	kǒng	khjowngX	kh-	-jowng	rising	*kʰoŋʔ {*kʰ(r)oŋʔ}	fear
龍	龙	용 룡, 얼룩 방, 언덕 롱, 사랑할 총, 얼룩 망, 은총 총	lóng	ljowng	l-	-jowng	even	*mə-roŋ {*[mə]-roŋ}	dragon
隴	陇	고개 이름 롱	lǒng	ljowngX	l-	-jowng	rising	*roŋʔ {*[r]oŋʔ}	mound
封	封	봉할 봉	fēng	pjowng	p-	-jowng	even	*poŋ {*p(r)oŋ}	raise a mound; enfeoff
豐	丰	풍년 풍, 부들 풍	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	luxuriant, abundant (K)
鋒	锋	칼끝 봉, 칼날 봉	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	point of a weapon
蜂	蜂	벌 봉	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	bee
豐	丰	풍년 풍, 부들 풍	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	luxuriant, abundant (K)
豐	丰	풍년 풍, 부들 풍	fēng	phjowng	ph-	-jowng	even	*pʰoŋ {*pʰ(r)oŋ}	a kind of ritual vessel
奉	奉	받들 봉	fèng	phjowngX	ph-	-jowng	rising	*pʰoŋʔ {*pʰ(r)oŋʔ}	hold with both hands; to present; receive
舂	舂	방아 찧을 용, 방아 찧을 송, 오랑캐 이름 창	chōng	syowng	sy-	-jowng	even	*s-toŋ	hull grain, beat (v.) stick for beating (n.)
憃	憃	천치 용, 천치 송, 어리석을 창, 천치 창, 어리석을 송	chōng	syowng	sy-	-jowng	even	*s.toŋ	stupid
冢	冢	무덤 총	zhǒng	trjowngX	tr-	-jowng	rising	*troŋʔ {*[t]roŋʔ} (or *[t]‹r›oŋʔ ?)	tomb mound
寵	宠	괼 총, 현 이름 룡, 사랑할 총	chǒng	trhjowngX	trh-	-jowng	rising	*r̥oŋʔ	favor, grace
縱	纵	늘어질 종, 바쁜 모양 총, 세로 종, 상투클 총, 종용할 종, 바쁠 총	zòng	tsjowngH	ts-	-jowng	departing	*tsoŋ-s {*[ts]oŋ-s}	let loose
妐	妐	아주버니 종	zhōng	tsyowng	tsy-	-jowng	even	*t-qoŋ	father-in-law
鐘	钟	종 종, 쇠북 종	zhōng	tsyowng	tsy-	-jowng	even	*toŋ	bell
鍾	钟	술병 종, 쇠북 종	zhōng	tsyowng	tsy-	-jowng	even	*toŋ	accumulate; repeat
鍾	钟	술병 종, 쇠북 종	zhōng	tsyowng	tsy-	-jowng	even	*toŋ	bell; wine vessel; an ancient measure
種	种	씨 종, 심을 종, 늦벼 종	zhǒng	tsyowngX	tsy-	-jowng	rising	*k.toŋʔ	seed
腫	肿	부스럼 종, 종기 종	zhǒng	tsyowngX	tsy-	-jowng	rising	*toŋʔ	swell, swollen; tumor
種	种	씨 종, 심을 종, 늦벼 종	zhòng	tsyowngH	tsy-	-jowng	departing	*toŋʔ-s {*(mə-)toŋʔ-s}	sow (v.)
衝	冲	찌를 충, 뒤얽힐 종, 사북 충	chōng	tsyhowng	tsyh-	-jowng	even	*tʰoŋ	rush against
凶	凶	흉할 흉	xiōng	xjowng	x-	-jowng	even	*qʰoŋ {*qʰ(r)oŋ}	unlucky
訩	讻	송사할 흉	xiōng	xjowng	x-	-jowng	even	*qʰoŋ {*qʰ(r)oŋ}	litigate
容	容	얼굴 용	róng	yowng	y-	-jowng	even	*ɢoŋ {*[ɢ](r)oŋ}	contain
容	容	얼굴 용	róng	yowng	y-	-jowng	even	*ɢoŋ {*[ɢ](r)oŋ}	appearance
頌	颂	기릴 송, 얼굴 용, 칭송할 송	róng	yowng	y-	-jowng	even	*ɢoŋ {*[ɢ](r)oŋ}	appearance
傭	佣	품팔이할 용, 고를 종, 품 팔 용, 고를 총	yōng	yowng	y-	-jowng	even	*loŋ	hire
俑	俑	허수아비 용, 목우 용	yǒng	yowngX	y-	-jowng	rising	*loŋʔ	grave figures
踊	踊	뛸 용	yǒng	yowngX	y-	-jowng	rising	*loŋʔ	leap
勇	勇	날랠 용	yǒng	yowngX	y-	-jowng	rising	*loŋʔ	brave
用	用		yòng	yowngH	y-	-jowng	departing	*m.loŋ-s	use (v.)
松	松	솔 송, 소나무 송, 더벅머리 송, 따를 종	sōng	zjowng	z-	-jowng	even	*sə.ɢoŋ	pine (n.)
頌	颂	기릴 송, 얼굴 용, 칭송할 송	sòng	zjowngH	z-	-jowng	departing	*s-ɢoŋ-s {*s-[ɢ]oŋ-s}	praise
訟	讼	송사할 송, 용납할 용	sòng	zjowngH	z-	-jowng	departing	*s.ɢoŋ-s {*s.[ɢ]oŋ-s}	litigate
誦	诵	욀 송	sòng	zjowngH	z-	-jowng	departing	*sə-loŋ-s {*sə-[l]oŋ-s}	recite
紆	纡	굽을 우	yū	ʔju	ʔ-	-ju	even	*qʷa {*qʷ(r)a}	bent, crooked
迂	迂	멀 우, 굽을 오, 에돌 우	yū	ʔju	ʔ-	-ju	even	*qʷa {*qʷ(r)a}	astray; far
夫	夫	지아비 부	fú	bju	b-	-ju	even	*ba	final particle
夫	夫	지아비 부	fú	bju	b-	-ju	even	*ba {*[b](r)a}	this, that
扶	扶	도울 부, 길 포, 기어갈 포	fú	bju	b-	-ju	even	*m-pa {*m-p(r)a}	assist
輔	辅	도울 보	fǔ	bjuX	b-	-ju	rising	*baʔ {*[b](r)aʔ}	help
附	附	붙을 부, 알 깔 부	fù	bjuH	b-	-ju	departing	*N-poʔ-s {*N-p(r)oʔ-s}	be attached to
傅	傅	스승 부, 펼 부	fù	bjuH	b-	-ju	departing	*ba-s {*[b](r)a-s}	be attached
父	父	아비 부, 남자 미칭 보, 아버지 부, 자 보	fù	bjuX	b-	-ju	rising	*N-paʔ {*[N-p](r)aʔ}	father
廚	厨	부엌 주	chú	drju	dr-	-ju	even	*dro {*[d]ro}	kitchen
躕	蹰	머뭇거릴 주	chú	drju	dr-	-ju	even	*dro {*[d]ro}	drje-drjo walk hesitatingly
住	住	살 주	zhù	drjuH	dr-	-ju	departing	*dro-s {*dro(ʔ)-s}	stop (v.)
柱	柱	기둥 주, 버틸 주	zhù	drjuX	dr-	-ju	rising	*m-t‹r›oʔ	pillar
聚	聚	모일 취, 모일 추, 모을 취	jù	dzjuH	dz-	-ju	departing	*m-tsʰoʔ-s	bring together
聚	聚	모일 취, 모일 추, 모을 취	jù	dzjuX	dz-	-ju	rising	*m-tsʰoʔ	bring together
殊	殊	죽일 수, 다를 수	shū	dzyu	dzy-	-ju	even	*do {*[d]o}	die; different
殳	殳	창 수, 몽둥이 수	shū	dzyu	dzy-	-ju	even	*do {*[d]o}	a kind of lance
尌	尌	세울 주, 하인 주, 세울 수	shù	dzyuH	dzy-	-ju	departing	*m-toʔ-s	raise, stand up v.t.
樹	树	나무 수, 심을 수	shù	dzyuH	dzy-	-ju	departing	*m-toʔ-s	tree
豎	竖	더벅머리 수, 세울 수	shù	dzyuX	dzy-	-ju	rising	*doʔ {*[d]oʔ}	attendant
樹	树	나무 수, 심을 수	shù	dzyuX	dzy-	-ju	rising	*m-toʔ	plant (v.); place upright
具	具	갖출 구	jù	gjuH	g-	-ju	departing	*ɡo-s {*[ɡ](r)o-s}	arrange, provide
懼	惧	두려워할 구	jù	gjuH	g-	-ju	departing	*ɡʷa-s {*[ɡ]ʷ(r)a-s}	fear (v.)
絇	絇	신코 장식 구	qú	gju	g-	-ju	even	*ɡo {*[ɡ](r)o}	decoration on the toe of a shoe
迂	迂	멀 우, 굽을 오, 에돌 우	yū	hju	h-	-ju	even	*ɢʷa {*[ɢ]ʷ(r)a}	bend, deflect; far away
盂	盂	바리 우, 사발 우	yú	hju	h-	-ju	even	*ɢʷa {*[ɢ]ʷ(r)a}	a formation of a hunting party
竽	竽	피리 우	yú	hju	h-	-ju	even	*ɢʷa {*[ɢ]ʷ(r)a}	reed organ
雩	雩	기우제 우, 땅 이름 우	yú	hju	h-	-ju	even	*ɢʷa {*[ɢ]ʷ(r)a}	sacrifice for rain
于	于	어조사 우, 탄식할 우, 이지러질 휴	yú	hju	h-	-ju	even	*ɢʷa {*ɢʷ(r)a}	go; at
雨	雨	비 우, 비 올 우	yǔ	hjuX	h-	-ju	rising	*C.ɢʷaʔ {*C.ɢʷ(r)aʔ}	rain
宇	宇	집 우	yǔ	hjuX	h-	-ju	rising	*ɢʷaʔ {*[ɢ]ʷ(r)aʔ}	eaves
羽	羽	깃 우, 느슨할 호, 늦출 호	yǔ	hjuX	h-	-ju	rising	*ɢʷaʔ {*[ɢ]ʷ(r)aʔ}	feather, wing
芋	芋	토란 우, 우거질 우, 덮을 우, 클 후	yù	hjuH	h-	-ju	departing	*ɢʷa-s {*[ɢ]ʷ(r)a-s}	taro (Colocasia antiquorum?)
雨	雨	비 우, 비 올 우	yù	hjuH	h-	-ju	departing	*ɢʷaʔ-s {*[ɢ]ʷ(r)aʔ-s}	rain (v.t.)
俱	俱	함께 구, 갖출 구	jù	kju	k-	-ju	even	*ko {*k(r)o}	all, together
句	句	글귀 구, 굽을 구, 거리낄 구, 지명 구, 올가미 구, 글귀 귀	jù	kjuH	k-	-ju	departing	*ko-s {*[k](r)o-s}	phrase
屨	屦	신 구	jù	kjuH	k-	-ju	departing	*kro-s	sandal, shoe
鞻	鞻		lóu	kjuH	k-	-ju	departing	*kro-s	a kind of shoe, sandal
䀠	䀠		qú	kjuH	k-	-ju	departing	*kʷak-s {*[k]ʷ(r)ak-s}	look right and left
驅	驱	몰 구	qū	khju	kh-	-ju	even	*kʰo {*[k]ʰ(r)o}	drive (horses) forward
婁	娄	별이름 루, 끌 루, 자주 루, 별 이름 루	lóu	lju	l-	-ju	even	*ro {*[r]o}	drag, trail (v.)
屢	屡	여러 루	lǚ	ljuH	l-	-ju	departing	*C.roʔ-s	frequently
縷	缕	실 루, 누더기 루	lǚ	ljuX	l-	-ju	rising	*roʔ {*[r]oʔ}	thread
譕	譕	꾀 모, 꾀는 말 무	mú	mju	m-	-ju	even	*ma {*m(r)a}	advise
巫	巫	무당 무	wū	mju	m-	-ju	even	*C.mo {*C.m(r)[o]}	magician
誣	诬	속일 무	wū	mju	m-	-ju	even	*mo {*[m](r)[o]}	deceive
无	无	없을 무	wú	mju	m-	-ju	even	*ma	not have
無	无	없을 무	wú	mju	m-	-ju	even	*ma	not have
毋	毋	말 무, 관 이름 모, 관직 이름 모	wú	mju	m-	-ju	even	*mo	do not
舞	舞	춤출 무, 춤 출 무	wǔ	mjuX	m-	-ju	rising	*kə.maʔ {*kə.m(r)aʔ}	dance (v.)
儛	儛	춤출 무, 춤 출 무	wǔ	mjuX	m-	-ju	rising	*maʔ {*m(r)aʔ}	dance
武	武	호반 무	wǔ	mjuX	m-	-ju	rising	*maʔ {*m(r)aʔ}	military
霧	雾	안개 무	wù	mjuH	m-	-ju	departing	*kə.mok-s {*kə.m(r)[o]k-s}	fog, mist
務	务	힘쓸 무, 업신여길 모	wù	mjuH	m-	-ju	departing	*mo-s {*m(r)o-s}	exert oneself
隅	隅	모퉁이 우	yú	ngju	ng-	-ju	even	*ŋo {*ŋ(r)o}	angle, corner
娛	娱	즐길 오	yú	ngju	ng-	-ju	even	*ŋʷa {*ŋʷ(r)a}	rejoice
虞	虞	근심할 우, 염려할 우, 나라 이름 우	yú	ngju	ng-	-ju	even	*ŋʷa {*[ŋ]ʷ(r)a}	foresee
虞	虞	근심할 우, 염려할 우, 나라 이름 우	yú	ngju	ng-	-ju	even	*ŋʷa {*[ŋ]ʷ(r)a}	gamester; forester
寓	寓	머무를 우, 부칠 우	yù	ngjuH	ng-	-ju	departing	*ŋo-s {*ŋ(r)o-s}	lodge (v.)
遇	遇	만날 우, 땅이름 옹	yù	ngjuH	ng-	-ju	departing	*ŋo-s {*ŋ(r)o-s}	meet with
濡	濡	젖을 유, 머리감을 난, 적실 유, 편안할 여, 유약할 연, 삶을 이, 머리 감을 난	rú	nyu	ny-	-ju	even	*no	wet, glossy
襦	襦	저고리 유, 싸개갓장이 유	rú	nyu	ny-	-ju	even	*no	jacket
乳	乳	젖 유	rǔ	nyuX	ny-	-ju	rising	*noʔ	milk; nipple
夫	夫	지아비 부	fū	pju	p-	-ju	even	*pa {*p(r)a}	man
膚	肤	살갗 부	fū	pju	p-	-ju	even	*pra	skin
甫	甫	클 보, 남새밭 포, 채마밭 포	fǔ	pjuX	p-	-ju	rising	*paʔ {*p(r)aʔ}	begin
脯	脯	포 포, 포 보, 회식할 보	fǔ	pjuX	p-	-ju	rising	*paʔ {*p(r)aʔ}	dried meat
鈇	𫓧	도끼 부	fǔ	pjuX	p-	-ju	rising	*paʔ {*p(r)aʔ}	axe
簠	簠	보궤 보, 제기 이름 보	fǔ	pjuX	p-	-ju	rising	*paʔ {*p(r)aʔ}	(a kind of ritual vessel)
斧	斧	도끼 부	fǔ	pjuX	p-	-ju	rising	*paʔ {*p(r)aʔ}	axe
父	父	아비 부, 남자 미칭 보, 아버지 부, 자 보	fǔ	pjuX	p-	-ju	rising	*paʔ {*p(r)aʔ}	(respectful suffix in male names)
府	府	곳집 부, 마을 부	fǔ	pjuX	p-	-ju	rising	*poʔ {*p(r)oʔ}	repository
甫	甫	클 보, 남새밭 포, 채마밭 포	fǔ	pjuX	p-	-ju	rising	*praʔ	great
傅	傅	스승 부, 펼 부	fù	pjuH	p-	-ju	departing	*pa-s {*p(r)a(ʔ)-s}	teacher
賦	赋	구실 부, 부세 부	fù	pjuH	p-	-ju	departing	*pa-s {*p(r)a-s}	tax
賦	赋	구실 부, 부세 부	fù	pjuH	p-	-ju	departing	*pa-s {*p(r)a-s}	ballad
鋪	铺	펼 포, 가게 포	fū	phju	ph-	-ju	even	*pʰa {*pʰ(r)a}	spread out
敷	敷	펼 부	fū	phju	ph-	-ju	even	*pʰa {*pʰ(r)a}	spread widely
撫	抚		fǔ	phjuX	ph-	-ju	rising	*pʰaʔ {*[pʰ](r)aʔ}	lay the hand on
赴	赴	나아갈 부, 다다를 부	fù	phjuH	ph-	-ju	departing	*pʰok-s {*pʰ(r)ok-s}	hasten to
痡	痡	앓을 부, 결릴 포	pū	phju	ph-	-ju	even	*pʰa {*pʰ(r)a}	suffering, exhausted
仆	仆	엎어질 부, 엎어질 복, 엎드릴 부, 엎드릴 복, 종 복	pū	phjuH	ph-	-ju	departing	*pʰok-s {*pʰ(r)ok-s}	fall prostrate
須	须	모름지기 수, 수염 수	xū	sju	s-	-ju	even	*s-no	beard
鬚	须	수염 수, 모름지기 수	xū	sju	s-	-ju	even	*s.no	beard
數	数	셀 수, 수 수, 자주 삭, 촘촘할 촉, 빠를 속, 셈 수	shǔ	srjuX	sr-	-ju	rising	*s-roʔ	count (v.)
數	数	셀 수, 수 수, 자주 삭, 촘촘할 촉, 빠를 속, 셈 수	shù	srjuH	sr-	-ju	departing	*s-roʔ-s	number (n.)
輸	输	나를 수, 나를 유, 경혈 수, 경혈 유, 보낼 수	shū	syu	sy-	-ju	even	*l̥o	convey (v.)
戍	戍	수자리 수	shù	syuH	sy-	-ju	departing	*n̥o-s {*[n̥]o-s}	guard (v.)
蛛	蛛	거미 주	zhū	trju	tr-	-ju	even	*tro	*tre-tro spider
誅	诛	벨 주	zhū	trju	tr-	-ju	even	*tro	punish; kill
壴	壴		zhǔ	trjuH	tr-	-ju	departing	*t‹r›oʔ-s	stand for musical instruments
拄	拄	버틸 주	zhǔ	trjuX	tr-	-ju	rising	*t‹r›oʔ	prop up, support (v.)
注	注	물댈 주, 별이름 주, 부을 주, 주를 달 주	zhù	trjuH	tr-	-ju	departing	*tro-s {*tro(ʔ)-s}	to conduct water
娵	娵	별 이름 추, 미녀 추, 장가들 취	jū	tsju	ts-	-ju	even	*tso {*[ts]o}	娵觜 *tso-tse (name of constellation)
取	取	취할 취, 가질 취	qǔ	tshjuX	tsh-	-ju	rising	*tsʰoʔ	take
取	取	취할 취, 가질 취	qù	tshjuH	tsh-	-ju	departing	*tsʰoʔ-s	take (a wife)
趣	趣	달릴 취, 달릴 추, 재촉할 촉, 벼슬이름 추, 뜻 취	qù	tshjuH	tsh-	-ju	departing	*tsʰoʔ-s {*[tsʰ]oʔ-s}	hasten to
娶	娶	장가들 취, 중매들 서	qù	tshjuH	tsh-	-ju	departing	*tsʰoʔ-s {*[ts]ʰoʔ-s}	take a wife
芻	刍	꼴 추	chú	tsrhju	tsrh-	-ju	even	*tsʰro {*[tsʰ]ro}	grass for fuel or fodder
趨	趋	달릴 추, 재촉할 촉, 달아날 추	qū	tsrhju	tsrh-	-ju	even	*tsʰro {*[ts]ʰro}	hasten
朱	朱	붉을 주	zhū	tsyu	tsy-	-ju	even	*to	dwarf
朱	朱	붉을 주	zhū	tsyu	tsy-	-ju	even	*to	red
侏	侏	난장이 주, 난쟁이 주	zhū	tsyu	tsy-	-ju	even	*to	侏儒 zhūrú 'dwarf'
斗	斗	말 두, 싸울 두, 싸울 투, 싸울 각	zhǔ	tsyuX	tsy-	-ju	rising	*toʔ	ladle
主	主	주인 주, 임금 주	zhǔ	tsyuX	tsy-	-ju	rising	*toʔ	master; host
鑄	铸		zhù	tsyuH	tsy-	-ju	departing	*tu-s F!	to cast (a bronze vessel)
荂	荂		huā	xju	x-	-ju	even	*qʷʰa {*qʷʰ(r)a}	flower
訏	訏	클 우, 클 후, 떠들 호	xū	xju	x-	-ju	even	*qʷʰa {*qʷʰ(r)a}	great
吁	吁	탄식할 우, 부를 유	xū	xju	x-	-ju	even	*qʷʰa {*qʷʰ(r)a}	pained
俞	俞	더욱 유, 나을 유, 대답할 유, 나라 이름 수	yú	yu	y-	-ju	even	*lo	yes, agree; satisfied, at ease
愉	愉	즐거울 유, 게으를 유, 구차할 투	yú	yu	y-	-ju	even	*lo	enjoy
榆	榆		yú	yu	y-	-ju	even	*lo	elm
渝	渝	달라질 투, 달라질 유, 변할 투, 변할 유	yú	yu	y-	-ju	even	*lo	change (v.)
踰	踰	넘을 유, 멀 요	yú	yu	y-	-ju	even	*lo	pass over
諛	谀	알랑거릴 유, 아첨할 유	yú	yu	y-	-ju	even	*ɢo {*[ɢ](r)o}	flatter (v.)
臾	臾	잠깐 유, 권할 용, 삼태기 궤, 약한 활 유	yú	yu	y-	-ju	even	*ɢo {*[ɢ](r)o}	pull, drag
庾	庾	곳집 유, 노적가리 유	yǔ	yuX	y-	-ju	rising	*ɢoʔ {*[ɢ](r)oʔ}	stacks of grain in the field
喻	喻		yù	yuH	y-	-ju	departing	*lo-s	understand; metaphor
愈	愈	나을 유, 구차할 투	yù	yuX	y-	-ju	rising	*loʔ	increase
蝓	蝓	달팽이 유	yú	zyu	zy-	-ju	even	*Cə.lo	snail
蘊	蕴	쌓을 온	yǔn	ʔjunX	ʔ-	-jun	rising	*ʔunʔ	accumulate, block up
慍	愠	성낼 온, 번민할 온	yùn	ʔjunH	ʔ-	-jun	departing	*ʔun-s	anger, angry
蘊	蕴	쌓을 온	yùn	ʔjunH	ʔ-	-jun	departing	*ʔunʔ-s	accumulate, block up
賁	贲	꾸밀 비, 클 분, 성낼 분, 땅 이름 륙	fén	bjun	b-	-jun	even	*bur {*[b]ur}	great, big
分	分	나눌 분, 분수 분, 푼 푼	fèn	bjunH	b-	-jun	departing	*m-pən-s {*[m]-pə[n]-s}	alloted duty
憤	愤	결낼 분, 분할 분	fèn	bjunX	b-	-jun	rising	*burʔ {*[b]urʔ}	unhappy
羣	羣	무리 군	qún	gjun	g-	-jun	even	*ɡur {*[ɡ]ur}	flock, herd, group
裙	裙	치마 군	qún	gjun	g-	-jun	even	*ɡur {*[ɡ]ur}	skirt
員	员	수효 원, 더할 운, 인원 원	yún	hjun	h-	-jun	even	*ɢʷən {*[ɢ]ʷə[n]}	(a particle)
芸	芸	운향 운, 단풍들 운, 재주 예, 평지 운, 심을 예	yún	hjun	h-	-jun	even	*ɢʷən {*[ɢ]ʷə[n]}	ample, rich
雲	云	구름 운, 이를 운	yún	hjun	h-	-jun	even	*ɢʷən {*[ɢ]ʷə[n]}	cloud
